"z","y0","y1","mu0","mu1"
1,5.15983868373905,2.79301939516005,5.24017479685897,4.11478098691231
1,1.40583658411863,10.5435343475676,2.84625795669487,11.8410584350016
1,2.11887276670498,8.99335965033422,2.72423327004641,10.1399552090445
1,0.355351292284644,-1.17778558435835,-0.453192685841388,0.474798997137936
0,22.37021748309,-11.1879166485568,23.6240422361593,-10.3200931376869
1,2.51143156718247,6.64954459275432,-0.427606142055507,5.71274889016574
1,1.67764249889606,8.8303318997464,1.47523560047046,9.41365506792963
0,7.89696510908051,8.6528268973075,6.71441385195585,7.25609455945821
1,2.2766572138468,7.95219776617024,2.58380277516793,9.20886550753707
1,5.22679409784521,7.36275752807476,5.97063015956979,8.7704205240789
0,6.91104994736902,7.55836558179715,6.20147392933828,9.16005777917437
0,4.30568029557282,2.90821005985601,4.7376938398183,3.38190980357349
0,4.79798377100384,2.61653691389467,4.31527581286299,2.66891763276128
1,13.7819347189892,-2.37467022643877,12.5505832618692,-1.69409301098883
1,1.09017607014863,6.46951631831918,1.03914231446869,7.18169834366157
0,6.12667029340305,3.85436718113798,5.79011972908222,5.43626718395778
1,4.73650073029699,8.49228037118856,3.75214890210007,8.92962848838077
1,7.3857877037133,10.0985847339245,5.56668816910452,10.2378475161707
0,7.82875075529891,7.65570930370723,7.43237115821597,8.41934172157722
1,4.71706692534387,6.68704803922164,3.13865624433365,6.13961391254924
1,6.32314182045555,10.2703318014177,6.58187606836204,9.68896660766746
1,9.15993041981547,4.48863117644204,9.10723804206309,4.73296912685433
1,2.52682198742943,12.7927607054057,3.21771835781788,12.8157636557882
0,0.968234974195541,7.97270301792843,1.39628466484118,9.44214128447401
0,5.09236037056142,3.03143521865283,5.44598055231417,4.90422380324051
1,4.75369900569495,7.93918690046492,3.00785578821355,7.72217211371158
1,2.97261376882556,11.1573382068048,2.52727467209976,9.75868890031449
1,5.55223441898272,5.80731178045144,4.34839363580397,5.54520775868083
1,6.94137230517336,2.31692674911123,7.15584003319253,2.88025106215219
1,1.30678052953035,9.01237901318609,1.12503329157085,8.82255457383969
1,1.70679161588009,9.68452949854637,1.81778819654003,9.75233849814942
1,1.87955869368695,4.12419795028979,1.45351896665438,4.98461291724328
1,3.05049314787135,3.78672623144919,3.00054075275827,3.2701899050514
1,11.6919356258583,4.05245602072757,12.6309000658475,3.10627082390131
1,4.68372185991158,6.80184109560388,3.65918258005843,6.90464103546512
0,-2.01105414393889,3.84872360047973,-1.30994447170768,3.05316564997273
0,4.86087646075478,7.79182073217132,2.53435977103873,9.77064771776678
1,2.42575990576927,8.43923216027637,1.44958550198853,9.37036070492623
0,-2.72172431546485,1.89701671680242,-1.84073677741869,3.03946388034154
1,2.81012930466659,8.03018761010183,1.24579794019546,7.59570621817995
1,11.7988948440012,-5.09619859336749,11.2278739308535,-3.9756490108737
1,0.630317306584625,9.80432706483941,0.645781842407932,8.36147050928557
1,-0.737503150953136,7.61282614424385,0.645781842407932,8.36147050928557
1,0.0607495096291113,9.63666995456588,1.68365547142496,9.10298594337905
0,5.66007864068033,5.34365282102886,5.73968618742607,5.12239465538767
1,1.32577755535174,10.1327394471525,2.04926966045082,8.72312579247425
1,4.41313163647207,4.18435851105149,6.6476119230302,4.20558867926613
1,2.77781241980515,10.6916972491174,3.09947499582746,10.2415829902071
1,-0.122782780290389,6.31261336747979,1.3697522450233,7.36210978651308
1,2.52405579869322,10.4485376156488,2.66300916719762,9.98779283560692
1,1.23493031337098,11.7284088921178,3.20266762561119,11.0611870594943
1,12.9074610597087,-5.75467606625274,14.2023367923875,-3.64167849375741
0,2.05704038186283,11.2428439469274,1.8951882261319,9.91133952225944
1,0.395906621735899,9.06157694011872,2.19279935619534,9.07995883634959
0,2.64506406162759,8.35039486370219,1.25694342796671,9.09378414844862
0,1.35828006989187,10.8320632322323,2.32818292098519,9.68237245182193
1,6.45285350765634,10.1967091225922,4.5576007262339,10.4516507932672
0,3.90161686013252,12.0616043132733,4.19974074982663,13.002931153191
0,0.87334659115192,4.94245554716907,0.587168002220535,6.25526938311691
0,1.18533237938115,6.77991767564773,1.48466195808472,7.67156497339698
1,3.62893642270882,9.9935377370616,2.13294821757525,10.0245645964494
1,6.86758195573387,9.25401524135315,5.21191872281504,9.52547784279138
0,1.63414800185244,14.1465515079579,3.15246685835205,12.0698172553122
1,14.0961333997144,2.55565913880717,13.8913483876323,0.568961538215502
1,0.664538239451939,9.2956232124032,1.79193654574092,9.22023020639196
1,7.18276287817047,6.99942966268839,6.03512267836636,6.10953059304306
1,2.22975985847253,8.79328278548395,0.769790868918142,8.55233271570508
0,1.89474544439335,11.7895702438429,3.14792516224567,12.0298134072948
1,1.49344749407168,6.06399717611792,0.247842355267805,7.06561519673576
0,4.57776036864963,5.83497951413421,6.22197605425819,5.93644348183546
1,0.1802788074395,6.01531272760549,1.05930270498391,8.73570387794624
1,0.0608704990876565,7.61632992550853,1.2877765686839,8.72287466022403
1,3.60016618056128,12.4832634663617,3.28143339223916,12.8748391774033
1,4.72513466714802,14.2601853525345,5.68472812154018,10.5988312871495
0,11.4735334889346,-4.44551101728214,10.671824961111,-4.75119641807658
1,1.69466717519308,9.36606698488086,2.36230052447778,9.41503448057361
1,0.822132528268058,5.42134630274261,0.282089410522268,6.23974708220608
1,1.25182288808288,7.88606418595738,1.60750653412787,8.09205308153473
1,3.58245819444237,8.57386967569558,2.45605482388976,9.57328076078692
1,-0.350119518952863,9.29380774826351,1.797547385871,8.29824806581074
1,7.45430992484626,7.9202562105804,7.14283477881127,7.88200573749781
1,7.62748052253278,10.4625958494567,8.37593703327017,10.3832424255592
1,7.11254811703334,8.63292389146923,6.24290381307128,9.11682112920179
0,2.54269950545512,9.1773687671878,2.13231652906741,7.91374870312411
0,1.8725374570434,11.299781037948,3.24570301215878,11.1338257532012
1,7.24702351107285,8.00884115028114,7.14673516558898,7.93722160962764
1,7.48658210874868,9.38564122644619,6.26286461926987,9.15051263295998
0,3.9779152128145,4.27477749964822,4.32808661928187,5.62510678509306
0,16.5315687625247,-3.24722883437891,18.6831035646748,-3.76809834648461
1,-0.914351231449466,8.20874495006819,1.26190494090665,9.54776327677425
0,0.164405709696677,9.66564590899527,1.84330305586822,9.02554022859191
1,8.67417467564037,6.36333625050201,7.48487760687983,5.87678895111318
1,1.57031096002771,6.13143552090064,0.950836725283424,6.76537645803637
0,3.61947239916667,7.57475695165902,3.55329625173732,8.43076339429612
1,7.65029392702684,7.94167153422281,6.98140068463753,7.60952388799519
1,4.03609392941805,8.06869043171966,3.85333456005138,9.36014514850078
1,6.91918869623299,5.45354734103021,5.5097709028543,5.06065721148544
1,4.01450367137726,5.22558555248664,3.04422232154638,5.70387672538909
1,0.569322728438817,6.30498715240996,0.580535692284577,7.29911642923337
1,7.64040167749676,8.56779693139837,7.65307670249395,8.95361299101573
1,9.24091654087875,8.11334130500072,9.45630607139633,9.04322631719113
1,4.12074531359416,5.75757198695664,5.11995526949084,4.23991066766915
1,0.813349402776359,9.40183678365485,2.68412112399595,11.117393860407
0,5.660882018886,10.7851028256197,5.80298938630809,10.7984424554929
0,2.29805026026153,11.3547958175914,2.83442672870202,10.6984409429165
0,0.595554198251071,11.1400414263176,1.81685946801941,9.77912974966478
0,2.74622075483316,8.91317226616914,2.33934447744605,9.37628736098595
1,15.9778793902624,4.61087821875673,15.4538434928422,3.75727923794314
1,8.57350741987354,13.5530289881434,7.59364926934753,13.4479741194875
1,14.360345112398,1.92003053503195,13.4290458163578,0.178270864233095
1,6.40190422746944,7.20937552360669,5.84261452299788,5.52487224975018
1,1.8242083535033,11.4394362624146,3.31214972105291,11.2946124938461
0,1.54014079484635,12.5065307387677,2.23370534920598,11.0442906737033
0,-0.483870012820668,1.61660456449093,1.67335047200666,1.3067369293148
1,0.652354261673501,7.6127719967337,0.227228054852916,6.90551811409131
1,4.26682713968063,10.8236583545321,5.44512243138216,8.88054553078237
1,7.01627245001422,11.3641215780855,4.4508832718393,10.6431453216892
1,1.53708433722142,6.53697473642536,1.55556273024509,8.21613893670783
1,7.9681368750527,5.61195192040446,8.58510606310064,7.41115449030699
1,4.85337935077199,7.48525819078371,6.49875493304584,6.51818554524687
0,0.813794691214616,7.26186145255729,1.3586109157587,8.88008782586888
0,4.21678308166376,10.4724746259713,2.36613135836953,9.92059098361949
1,1.80141807329839,12.1454088097878,3.07857029336379,10.5750364680647
0,3.00948331509563,8.49271928853453,1.08057888342174,7.85504483515645
1,3.01337959586753,13.2621931230038,2.29117922614492,10.3509793505429
1,5.03917612822782,11.7295910653986,3.24528544035119,11.0681930306888
1,3.42881561248081,7.90029747199821,1.40798090989881,9.40306186208674
1,6.27957863161729,6.37594393986005,4.89823325861724,6.74996148867684
1,1.39755412084934,9.39041640810416,2.34302581484968,9.70742551878941
1,2.95838035383816,11.4945927915136,2.2686273640447,11.2469928552374
1,2.0768035053566,7.58285632768419,0.957035710298451,6.94508428087768
1,4.631708072259,15.0491289221236,4.759761504606,13.738011691291
0,8.26568697226923,8.78053714360769,7.36500881294891,8.30564196986648
1,1.98412407746702,4.11662990710026,5.02961346827054,4.08742428485205
1,-0.0553048185130578,5.92301774560816,-0.308056586881273,6.11558069860338
1,1.08906663595644,11.105810826433,3.40963602219754,11.5077386650554
1,6.15499746048475,10.5782737826049,6.1504881570723,8.91225361330338
1,12.1503125468879,-4.35403582518885,11.7680095718858,-3.17853501302118
0,12.0151095023262,2.64442756145192,12.5818839630797,2.8612142299406
0,6.40876512666487,4.52716005220713,5.29343632595186,4.36917713825077
0,2.06346274624804,9.36306789658366,2.66819430504847,8.98316384454929
1,1.09014689249332,6.80998630899727,1.81765791093864,7.21985840128731
1,0.543492726668677,7.35182482873359,1.11984308341349,9.20810777820691
1,0.441329435938904,10.080121804655,1.11984308341349,9.20810777820691
1,6.83467748605284,8.23041411230767,6.93205884721629,7.89786174006131
0,5.58417773385612,11.5410491413537,4.52804413380455,13.6215650240797
1,0.598722664107378,4.84101566600608,0.331001364441584,5.65839316540034
0,11.3123305695725,-5.63107258919856,9.62516984234282,-6.84463666976754
1,1.28313461321867,12.6619228310487,2.37598611174573,11.2086815910006
0,8.53068695130379,17.7330303641333,8.77246953260933,16.349486038301
1,3.72728705298803,9.66492988445274,2.10639088609964,8.77030064632121
1,9.19022619573262,-0.288302021092087,9.64515372656903,-0.328050666062151
0,13.6539336794893,-0.899789742162804,13.6262095660504,0.446362742379296
1,-0.447154393282159,5.64128191122941,-0.341423417085517,6.46062550478058
0,1.34226460967485,10.1381296925957,2.68483219750753,10.0246275556271
1,8.2259811059193,5.60410962829014,7.43460092358043,5.53393396782317
1,10.2537328709603,1.12798897189204,10.76928271367,-0.312265081926109
1,2.73079684251279,6.00277147906384,3.4695594545584,5.48132908762809
1,1.37257767279918,9.15004964888615,2.68892414337437,10.0803575373806
1,-1.14680008467869,6.34610762375733,0.997012456627317,8.44414724221167
1,2.84682614263431,8.40612695339978,1.91633325077173,8.9386377207655
1,2.23251836210546,12.0119529261863,1.89743338812407,10.6356999862809
0,3.75418842181756,8.59434991208727,1.28304927991767,7.5444072254085
1,3.74322471052875,13.387559277725,3.10932590728364,12.5843418939518
1,2.1179728906673,10.1310070343707,1.88527392357458,9.89460534035584
1,2.02243302660094,6.88070355677638,1.0625700908598,7.22124168717558
0,8.57345047310209,6.37440042043446,9.57629314837672,5.57344199254222
0,8.02401485695028,8.86017758365355,7.6894327272489,8.85323155212788
1,1.9660145318302,10.7164117321415,2.32521323016213,10.7996853115479
1,-0.851333299497759,9.89210919182038,1.16322360714488,8.88701535502698
1,0.872064668561029,9.72522726780341,2.03667418723801,10.2349578651552
1,10.9051224773754,8.7328370429023,11.0012219578467,8.41510399221541
0,1.46701946004986,10.610185844625,2.6367194636319,10.3163114538091
0,1.20762639382426,5.91506661927942,0.519992180357729,6.14188446107351
1,0.604877080880873,8.32974536758874,2.16442733822544,9.03207019194564
0,7.49095286329236,6.47482294080924,6.57990421542803,6.65515603256856
0,13.8724422561746,0.289870269846476,14.0752570681663,0.993398488802502
1,8.17932178549942,10.4217885563798,7.49560318344548,8.63934813216954
1,4.18594262299415,12.6066212194835,3.41373202111207,13.3417060735632
0,3.91947595415858,4.89432927368138,4.50574743130997,6.02256345607537
0,6.63814114909436,5.12686088293888,6.10311448968153,5.85039080029091
1,1.31424921397477,9.84027198708471,1.85833989696881,9.44688301103822
0,4.39007931972429,12.4409498042214,4.50086951696929,12.9266608178166
0,5.9036883269604,8.27916395338784,7.77076167007626,9.0390859942771
1,2.05894938662147,8.82477641370261,2.52978323825542,10.1358156259696
0,2.80806083827077,5.39722232785203,1.25536305178101,7.61185100660813
0,2.0793084240775,11.9001591814457,2.5002638833835,10.6445504332888
1,6.10058002154728,3.98246570399948,4.98962792332917,6.57848594708371
1,45.5497498964587,-31.5417487736567,45.2810856052999,-30.3827833275627
0,9.57713484726442,4.39947001897234,10.8253667058191,3.88918445266629
0,3.65432686108787,10.060523995816,3.73458805875708,10.7317558298746
0,15.4241858806765,3.69919188073737,16.0132072843349,2.21565822916888
0,2.42545547998571,10.8516136565543,2.67863026555058,10.0629826768697
1,6.79498465150478,9.31168132151722,6.16807144539761,8.94193214526244
0,1.844705734056,9.40340843302392,2.71208420339024,10.0054283762604
0,0.346191592120924,9.51981805997046,0.453318064310539,7.47763151004167
0,4.54095219006663,10.9798141171991,3.31668567277521,11.3022686492628
1,4.90380784463854,5.63856093684818,4.73484523833297,3.75267342171312
1,11.9907272314381,25.0274392383935,11.1448074463714,25.409438884463
1,2.32588696944753,10.0437423544345,2.33640456622452,9.37132513506263
1,3.44304761875753,9.8894671313233,3.27301081958907,11.2285506107418
0,4.53812917992527,10.5960820477292,3.5761113393545,11.8534269551798
1,12.7144730929333,-2.60296166666346,12.757537605177,-1.27958093616883
1,1.47811091779423,12.2442341145492,4.03630775487911,12.6786526190579
0,7.43743038347048,7.64561290983842,6.22119493463424,6.26145768025999
1,4.79969102417346,13.0628725168521,3.79635175799033,12.2736349914857
1,8.16795410378159,5.95080217537349,9.24297253716096,4.96207306214677
0,1.15220934775288,0.577349370681021,2.08736356291563,-1.20679523002362
1,6.21092047986393,-1.27371610576733,5.99885094586724,-0.840433305462613
1,1.13070068558277,9.39257126930817,2.32652376029629,10.7369694227788
1,5.51462020358833,7.598469908601,5.57369089135912,7.77636421139036
0,1.36898312727561,4.02645502283745,0.634456953211616,6.61265746706244
1,14.8672676467963,-1.17673179338458,13.6002716581034,0.0776580994026412
0,1.67878288634948,10.1375632524484,2.57781567190682,10.2653115242751
1,2.41530296015687,9.67053868796881,1.97723907142237,9.6965484143984
0,-1.2257213564336,7.32217124387536,1.75679792606522,8.62072829588202
0,21.9888191317,-14.220367521187,21.7961639446916,-13.5039068015086
0,1.20259252835088,5.00866396959662,0.751403202537087,6.59800068419717
0,0.139862495863117,7.51596107383087,0.825611114192944,6.72325495046112
1,0.784026411446154,8.16628839931018,0.792706436777893,6.92852683213618
0,6.82240596706413,9.32224675226603,3.6793145312779,8.6925177055629
0,2.02364180562653,10.9251353742438,1.66575618039761,10.2914557992767
1,2.47346227627727,9.62297707052425,2.65100800276934,11.3495887421254
1,-1.21997062016106,8.17043428186738,1.31100553328749,8.3508085377318
1,1.44420095086644,8.14147028987809,1.96255819751382,9.01666001863207
1,-0.422637491231254,5.62706296286903,-0.392450451123395,4.87935800369127
0,2.57381268950401,11.6881020191227,2.31678903650796,10.2696689993568
0,5.27862985803313,10.9792011821605,3.55256165591783,11.7003996913386
1,3.92875514726633,9.9907513733663,3.72497246084221,9.25665039718205
1,1.81043620301345,7.60148450342078,0.906067694821123,6.8590562383268
1,4.84347594783038,8.24356078531538,6.62697099906261,6.84877414520401
1,1.23691386005065,4.68878291567347,-0.158823567576427,4.36758500145968
1,8.14100405649558,5.16100372063463,5.81695017501426,5.48155383525633
1,2.70045276066066,11.1417629420398,2.83596407887109,11.8236835744906
1,3.83009394544234,11.8785926524738,2.55201702229905,11.7253214177774
1,1.76116505517075,3.64702401644,0.795373825730051,4.44278764638935
1,6.65917816648947,7.22157261733378,6.52718136299488,6.68034092336138
0,1.14367799347166,-0.483536998251575,-0.125522711267025,-1.07522241120636
1,0.657809945177825,7.89648653022264,0.584874489628891,8.17730383858714
1,2.56691654770881,8.02902359571663,1.45443705281207,9.05322825425431
0,1.59470958497775,8.07219738203454,1.94679863752101,8.94142725064291
0,6.3348589825794,-1.88943771050575,7.45103395635035,-2.03504076094682
1,4.19406238865935,0.177284075647812,3.67580006672099,1.6387965331267
1,7.16834949712428,5.8897585645738,5.94287280410479,5.85661042138222
1,-0.921691916899251,9.12204094439704,1.18708077309517,8.92728345784192
1,5.79459750447507,11.2101751634321,6.1390730189452,11.3657122771327
0,4.79935876369033,6.19496787738414,5.93521074444903,5.56698893729824
1,6.68118058961739,6.21034025397391,5.83779415985076,5.28798942589793
1,1.25249422317233,10.1819826220912,1.85893808402098,8.40186837637638
1,2.13880117769487,7.99627916829393,1.88658405173238,8.44853153295337
1,6.96627628418052,10.8039664471993,7.67210085114811,8.9857235265072
1,2.42746160813581,11.9013549846038,3.35129483736173,11.4092655759128
1,7.45928342212099,4.92686988090819,7.61896866650045,5.45550319345961
1,10.7501056733096,-0.518772099274978,12.2329232458282,-2.23026592493805
1,4.08526653007796,11.9184215629363,2.97532138277889,12.0589023868787
0,1.92783650565042,8.06872242147731,0.826608970149616,8.20528887408588
1,3.21941274886365,11.747892855533,2.12265433975147,10.0071897359384
0,13.8713096943341,1.91694904833773,13.2513506447479,4.20209946484639
1,5.0608549198588,6.20293515086355,6.21010911938864,5.91641348521219
1,3.11414893921017,12.6034020620798,3.82862286852119,12.2149394047002
1,13.5608593277203,2.37951394327176,12.2704282629019,2.38427624014527
1,3.57100798051399,11.100546386286,2.1774554252989,10.4853595269247
1,1.88705491977179,8.80797282231906,1.75679792606522,8.62072829588202
1,2.13633309158595,10.3738160798809,1.96199347259312,10.4018477258775
1,8.91303650282437,0.643010471036218,7.86218080686922,0.656255224228057
1,9.44423553285653,0.647678977756767,8.76119607506676,2.10816622363645
1,7.05653745016104,5.26011335502471,6.99102121088784,5.37277783073386
1,2.1803339466488,7.23750540537927,3.96741568298468,7.36659379952888
0,1.29243740150914,6.74582915852075,0.529258574362184,6.15752504920006
1,2.19603585610646,8.0675014896947,1.67831958026671,9.48009326553584
1,5.30013716016654,4.64808044756689,6.30826855732095,6.89326013050201
0,2.52201618653554,10.3716496423443,2.92474090335418,10.4295653614571
0,4.29747528382231,7.34996246882654,3.71197730954749,8.79662616912722
1,4.67416844028715,2.10546174387202,4.72000961819746,3.46682150743117
1,3.87170266037024,12.3256565962439,3.37741175168953,11.4047671603754
0,1.65654223575153,4.93978382118726,1.38860188348551,5.15138426391434
0,2.77856767418865,9.6739617362145,2.21990535747656,10.0466711746388
0,6.40152659144876,9.22034193648688,5.35707988474287,9.93263398312309
0,2.03649576987529,6.67560471501421,1.66833702830274,6.75689442613836
1,5.69227524556659,3.05817871129455,5.2631308438907,4.15352810649997
1,6.71429365803443,6.11902791241343,6.30443932603286,6.23918107015055
0,2.36841633463912,9.44992315464367,3.88268990455338,9.47439097943451
1,4.52599166277716,10.3452339408357,3.19512105748395,11.1456625210394
0,1.70959295396912,8.47974503776041,1.37403844601452,9.29142682887814
1,7.73725469283382,8.32982700205981,7.66504667186787,5.59847484599406
1,12.1686454389528,-0.432620545209504,13.127924435563,-0.817636435984025
1,2.19807055450131,12.8215950931466,3.63431672516797,11.838392675965
1,2.23730509719554,7.8853683041183,1.60490947928087,9.3072080921146
1,2.71004061283085,5.0619210765218,2.47287955523877,5.71651574210802
1,0.809554357568492,6.63894458964526,-0.239602906109675,5.18610952897265
0,1.17978938047269,8.76783624034516,2.17152332590627,9.04404738831928
1,4.46581025456539,8.35097117307197,6.05737348533724,8.70645447379341
0,11.2296070050356,-1.98628740372349,12.3368231930853,-2.54868029790139
1,7.78689039391534,11.2504366908325,8.5882065080002,10.693245081911
0,14.892589755454,2.40062514915025,15.4396446752561,3.78163679271389
1,6.3343738874608,5.31742488683683,5.52470834885956,5.03710710598861
1,10.8247607188307,4.96654439833156,10.4482491573039,3.67396951933213
0,7.62425256136146,7.97262629182172,6.62076906710566,6.88712926644662
0,1.87928443351402,10.9056135932986,1.6619864203574,10.3849646020991
1,0.782795574169174,10.3268041855232,0.917904348585174,8.23343992543284
0,5.6461826086978,3.24246551100875,4.6289205051256,3.84919141228191
0,1.88296624023048,8.63536422705661,2.08167729154161,8.72858699229108
1,3.43310436657174,7.73029575267259,3.24686100489635,7.23466672204593
0,2.90524414185876,12.8482508545047,2.37714341283937,11.4787877159584
0,9.19258871336794,7.32122454616437,9.35650959346671,5.20247308514592
0,5.12891786371814,5.18756048605321,6.98598393133813,4.12498070817981
1,5.48567159953782,8.44534090251658,4.61043624687323,7.24485443868872
0,0.621071801227745,6.86013649445276,0.0700759288304238,6.71658876448149
1,4.0719305802198,1.27934818087585,4.4816354666614,2.99895233722931
0,3.21876142112065,6.08840057708298,0.987068615814332,8.0252566191437
1,3.53522700880239,11.0984900206271,4.0003795583997,12.6664328042079
0,-0.0234721833767987,5.82030204229119,0.500573133888493,6.01053825989942
0,0.0635180495465066,5.05588973422261,-0.543798055165997,4.57507771232172
0,6.03650454871257,5.73835682935854,4.86530231121735,6.25387827106422
1,0.658843638558101,8.80569073309236,1.77993897078668,9.31455142719178
1,3.69913232295055,7.87469344008366,2.01582450948303,8.73219580593134
0,-0.216938848757279,5.43580069035999,-0.662509544902388,5.80539155979128
0,2.33405319695654,10.9564436050236,2.00777781171614,9.73704748845054
1,2.86758411908298,9.26413403463471,2.02890488850518,9.77270752041296
1,5.44756754876085,8.67763153215839,7.45338773134655,8.50339594533405
0,0.846745019029176,9.21453852442233,2.85312369958201,10.4062699284105
1,1.50169251327742,5.96276874766101,2.11483669714189,7.78665877181281
1,3.52127276938416,10.0097573781513,2.67757276982544,10.8296521807843
1,2.14124947428618,12.6271058886581,3.55870435719493,11.7593485609096
1,3.31251925535314,9.73643654993053,2.52739557466265,10.1317855293838
0,1.87790488477763,8.27068256013644,0.792706436777893,6.92852683213618
0,2.36191537838472,7.78296072025982,1.49193576910413,9.76483161778324
1,0.75900015316012,5.72965233562619,1.74580061522891,5.31440087758072
1,9.33605527538383,6.16634432884251,9.48714756820515,5.48790260098873
1,3.55797156549204,10.8472813818864,2.42012331244385,10.9598824179209
1,1.16752054433093,9.28310792031109,1.73395371650133,8.51724203465309
1,5.74073932490522,8.31080591857472,4.88093649816218,7.53864379527782
1,1.6195320103189,11.7752085008543,1.77122683152967,8.64508259890193
0,2.9060810554985,11.2802419854638,4.02022405138407,11.2138759418242
0,5.14340520868077,12.8645505796427,3.67654770722949,11.9582543381146
1,0.0333963219824804,7.67642236215989,0.610490505495838,6.84309988999234
1,3.76679236781396,10.9900751281074,3.37177394284646,9.95704493067521
0,5.84314506536693,7.84988529597986,7.06077680789763,7.74350149032858
1,3.14294291990621,6.86803758790743,3.66356997306735,7.1873529792247
1,4.27212620650015,11.8862853748787,5.22540017532436,11.7891967020977
1,7.14306090828257,-0.943953716123434,6.50257108832661,-0.155043765699671
1,3.32315293977178,9.67579195455222,3.52656033063533,10.2670689955522
1,5.48419949833738,6.26357420790139,4.67465210973401,6.3725826872939
0,3.25490197563858,8.57926479069998,3.77413498188506,8.96673841682426
1,4.42803479792897,13.7371955991717,3.76407179186657,12.1706821917268
0,-0.584063497999506,9.23294246359528,0.946701420389545,8.35922810369494
1,0.115104335249138,5.82449758411413,-1.10333753771552,4.65967918271026
1,2.80728609370428,8.50107704634644,1.31890187212353,7.97882421271321
0,3.86492224771086,11.3683961384511,3.89259216260476,12.484500300361
1,1.7269440052205,9.81008169141842,1.8489693984002,8.93350725428411
0,4.17530460397792,4.29973972451909,5.5097709028543,5.06065721148544
1,7.70105960745941,8.68967503851705,7.61655317914249,8.73021940800435
1,2.97247894546514,10.6621527500819,2.55002849219515,10.1699872442103
0,6.20384554498886,6.43388219314225,6.64341602456975,6.92535467903376
1,2.14237756344626,7.96983567191046,0.770359545208366,7.68544466943229
1,4.80374674100982,6.64099486132613,5.0665839517148,6.75742892283997
0,2.78777846013086,9.01577425134188,1.63698129314966,9.84840901116598
1,2.79497707015757,7.59945964155195,2.9624735455483,8.32934485447065
1,3.81350272266556,7.16286770327729,3.44842984095241,8.3028113813584
0,3.59753533201143,10.5811319409507,3.59885177232155,11.7785319879637
1,2.4641298558107,9.17136829823312,2.20943607212345,9.75634958588524
0,3.36981881481491,8.73390615489832,2.20943607212345,9.75634958588524
